Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Program,Type of Course / Activity,Course / Activity,Geographical Scope,Institution / Organization,Faculty,Department,Division,Location,Hours per Teaching Session or Week,Number of Teaching Sessions or Weeks,Faculty Member Additional Comments,Number Of Trainees,Student Name(s),Initial Lecture,Faculty Development,Stipend Received,Comment,Other Details (doesn't print),Total Hours
1,"Malcomson, Paul",2/6/2015 1:04:41 PM,76614,"Malcomson, Paul",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the teaching activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3,1,,0,,False,False,False,,,3
1,"Malcomson, Paul",2/6/2015 1:04:13 PM,76615,"Malcomson, Paul",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the next activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3.5,1,,0,,False,False,False,,,3.5
1,"Malcomson, Paul",11/17/2014 9:27:51 AM,70936,"Malcomson, Paul",Medical Imaging,2015/03/06,2013/06/30,Continuing Medical Education,Presenter - Department Rounds,change this,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,4,,7,,False,False,False,,,4
1,"Malcomson, Paul",3/23/2015 1:51:35 PM,68206,"Malcomson, Paul",Medical Imaging,2000/05,2013/06/30,Postgraduate Medical Education,Interviewer - CaRMS,Weekly resident lecture to PGY3 and PGY4 residents,Local,Western University,Schulich School of Medicine & Dentistry,UWO Paediatrics,Paediatric Genetics,London Health Sciences Centre,1,17,,55,,False,False,False,,,17
1,"Malcomson, Paul",7/21/2014 9:43:19 AM,73380,"Malcomson, Paul",Medical Imaging,1999,2013/06/30,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,7,,,,False,False,False,,,10.5
1,"Malcomson, Paul",10/22/2014 12:09:09 PM,65093,,Medical Imaging,2015/01/01,2015/03/06,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,This is the course / activity narrative that can be entered,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,2,,15,,False,False,False,,,2
1,"Malcomson, Paul",6/2/2015 10:25:34 AM,70937,"Malcomson, Paul",Medical Imaging,2010/07/31,2000/05,Undergraduate Medical Education,Continuing Medical Education,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
1,"Malcomson, Paul",3/23/2015 1:48:53 PM,78526,"Malcomson, Paul",,2010/05,1999,Continuing Medical Education,Instructor - Faculty development course/workshop,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Allergy,,1,1,,,,True,False,False,,,1
1,"Malcomson, Paul",3/23/2015 1:51:12 PM,78527,"Malcomson, Paul",Medical Imaging,2014,2015/01/01,Continuing Medical Education,Presenter - Grand Rounds,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Clinical Neurological Sciences,Neurology,,1,1,,,,False,False,False,,,1
1,"Malcomson, Paul",3/23/2015 1:50:22 PM,78528,"Malcomson, Paul",Medical Imaging,2015/03/06,2010/07/31,Continuing Medical Education,Invited Lecturer,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Forensic Psychiatry Division,,1,1,,,,False,False,False,,,1
1,"Malcomson, Paul",6/2/2015 10:25:22 AM,78524,"Malcomson, Paul",Medical Imaging,2000/05,2010/05,Continuing Medical Education,Lecturer - Public Education,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Geriatric Psychiatry Division,,3,1,,,,True,False,False,,,3
1,"Malcomson, Paul",11/17/2014 11:16:43 AM,68190,"Malcomson, Paul",Medical Imaging,1999,2014/01/10,Postgraduate Medical Education,Interviewer - CaRMS,changing the title,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,,LHSC,1,8,,4,,False,False,False,,,8
1,"Malcomson, Paul",3/23/2015 1:44:26 PM,80397,"Malcomson, Paul",Examiner - Setting Exams,2015/01/01,2014/05/01,Undergraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,Local,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,14,1,,,,True,False,False,,,
1,"Malcomson, Paul",3/23/2015 1:46:04 PM,80966,,Medical Imaging,2010/07,2014/05/01,Postgraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,Local,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,77,1,,,,True,False,False,,,
1,"Malcomson, Paul",7/21/2014 9:44:31 AM,73381,"Malcomson, Paul",Medical Imaging,2010/05,2015/03/06,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing point number two,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,10,,,,False,False,False,,,
1,"Commisso, Stephanie",6/5/2015 12:04:45 PM,83740,"Malcomson, Paul",,2014/11,2000/05,Undergraduate Medical Education,Examiner - Marking Exams,2 OSCE Exams,,UWO,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,-8,,,,False,False,False,,,2
1,"Malcomson, Paul",6/9/2015 9:41:03 AM,83742,"Malcomson, Paul",Medical Imaging,2014/11,1999,,Examiner - OSCE Exams,4 Exams,,uwo,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,,4,,,,False,False,False,,bloop and blorp,4
1,"Malcomson, Paul",11/14/2014 1:46:53 PM,76616,"Malcomson, Paul",Medical Imaging,2014/12/10,2015/01/01,Postgraduate Medical Education,Interviewer - CaRMS,,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,1,1,,,,False,False,False,,,1
1,"Malcomson, Paul",6/26/2015 10:08:55 AM,84380,"Malcomson, Paul",Medical Imaging,2015/01/01,2010/07/31,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,2,1,,,,False,False,False,,,2
1,"Malcomson, Paul",3/23/2015 1:47:24 PM,80968,"Malcomson, Paul",Medical Imaging,2015/07,2010/05,Undergraduate Medical Education,Instructor - Clinical Methods,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
2,"Malcomson, Paul",2/6/2015 1:04:41 PM,76614,"Dragon, Smaug",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the teaching activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3,1,,0,,False,False,False,,,3
2,"Malcomson, Paul",2/6/2015 1:04:13 PM,76615,"Dragon, Smaug",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the next activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3.5,1,,0,,False,False,False,,,3.5
2,"Malcomson, Paul",11/17/2014 9:27:51 AM,70936,"Dragon, Smaug",Medical Imaging,2015/03/06,2013/06/30,Continuing Medical Education,Presenter - Department Rounds,change this,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,4,,7,,False,False,False,,,4
2,"Malcomson, Paul",3/23/2015 1:51:35 PM,68206,"Smaug, Dragon ",Medical Imaging,2000/05,2013/06/30,Postgraduate Education,Interviewer - CaRMS,Weekly resident lecture to PGY3 and PGY4 residents,Local,Western University,Schulich School of Medicine & Dentistry,UWO Paediatrics,Paediatric Genetics,London Health Sciences Centre,1,17,,55,,False,False,False,,,17
2,"Malcomson, Paul",7/21/2014 9:43:19 AM,73380,"Dragon, Smaug",Medical Imaging,1999,2013/06/30,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,7,,,,False,False,False,,,10.5
2,"Malcomson, Paul",10/22/2014 12:09:09 PM,65093,"Dragon, Smaug",Medical Imaging,2015/01/01,2015/03/06,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,This is the course / activity narrative that can be entered,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,2,,15,,False,False,False,,,2
2,"Malcomson, Paul",6/2/2015 10:25:34 AM,70937,"Dragon, Smaug",Medical Imaging,2010/07/31,2000/05,Undergraduate Medical Education,Instructor - Clinical Methods - Year 1 Primary Physical Skills Part 2,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
2,"Malcomson, Paul",3/23/2015 1:48:53 PM,78526,"Dragon, Smaug",,2010/05,1999,Continuing Medical Education,Instructor - Faculty development course/workshop,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Allergy,,,1,,,,True,False,False,,,1
2,"Malcomson, Paul",3/23/2015 1:51:12 PM,78527,"Dragon, Smaug",Medical Imaging,2014,2015/01/01,Continuing Medical Education,Presenter - Grand Rounds,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Clinical Neurological Sciences,Neurology,,1,1,,,,False,False,False,,,1
2,"Malcomson, Paul",3/23/2015 1:50:22 PM,78528,"Dragon, Smaug",Medical Imaging,2015/03/06,2010/07/31,Continuing Medical Education,Invited Lecturer,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Forensic Psychiatry Division,,1,1,,,,False,False,False,,,1
2,"Malcomson, Paul",6/2/2015 10:25:22 AM,78524,"Dragon, Smaug",Medical Imaging,2000/05,2010/05,Continuing Medical Education,Lecturer - Public Education,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Geriatric Psychiatry Division,,3,1,,,,True,False,False,,,3
2,"Malcomson, Paul",11/17/2014 11:16:43 AM,68190,"Dragon, Smaug",Medical Imaging,1999,2014/01/10,Postgraduate Medical Education,Interviewer - CaRMS,changing the title,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,,LHSC,1,8,,4,,False,False,False,,,-5
2,"Malcomson, Paul",3/23/2015 1:44:26 PM,80397,"Dragon, Smaug",Medical Imaging,2015/01/01,2014/05/01,Undergraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,14,1,,,,True,False,False,,,14
2,"Malcomson, Paul",3/23/2015 1:46:04 PM,80966,,Medical Imaging,2010/07,2014/05/01,Continuing Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,Local,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,77,-6,,,,True,False,False,,,77
2,"Malcomson, Paul",7/21/2014 9:44:31 AM,73381,"Dragon, Smaug",Medical Imaging,2010/05,,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing point number two,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,10,,,,False,False,False,,,15
2,"Commisso, Stephanie",6/5/2015 12:04:45 PM,83740,"Dragon, Smaug",Medical Imaging,2014/11,2000/05,Undergraduate Medical Education,Examiner - Marking Exams,2 OSCE Exams,,UWO,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,2,,,,False,False,False,,,2
2,"Malcomson, Paul",6/9/2015 9:41:03 AM,83742,"Dragon, Smaug",Medical Imaging,2014/11,1999,Undergraduate Medical Education,Examiner - OSCE Exams,4 Exams,,uwo,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,4,,,,False,False,False,,bloop and blorp,4
2,"Malcomson, Paul",11/14/2014 1:46:53 PM,76616,"Dragon, Smaug",Medical Imaging,2014/12/10,2015/01/01,Postgraduate Medical Education,Interviewer - CaRMS,,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,1,1,,,,False,False,False,,,1
2,"Malcomson, Paul",6/26/2015 10:08:55 AM,84380,"Dragon, Smaug",Medical Imaging,2015/01/01,2010/07/31,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,2,1,,,,False,False,False,,,2
2,"Malcomson, Paul",3/23/2015 1:47:24 PM,80968,"Dragon, Smaug",Medical Imaging,2015/07,2010/05,Undergraduate Medical Education,Instructor - Clinical Methods,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
3,"Malcomson, Paul",2/6/2015 1:04:41 PM,76614,"Smith, Drew",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the teaching activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3,1,,0,,False,False,False,,,3
3,"Malcomson, Paul",2/6/2015 1:04:13 PM,76615,"Smith, Drew",Medical Imaging,,,Instructor - Academic Half Day Seminars,Instructor - Academic Half Day Seminars,the next activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3.5,1,,0,,False,False,False,,,3.5
3,"Malcomson, Paul",11/17/2014 9:27:51 AM,70936,"Smith, Drew",Medical Imaging,2015/03/06,2013/06/30,Continuing Medical Education,,change this,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,4,,7,,False,False,False,,,4
3,"Malcomson, Paul",3/23/2015 1:51:35 PM,68206,"Smith, Drew",Medical Imaging,2000/05,2013/06/30,Postgraduate Medical Education,Interviewer - CaRMS,Weekly resident lecture to PGY3 and PGY4 residents,Local,Western University,Schulich School of Medicine & Dentistry,UWO Paediatrics,Paediatric Genetics,London Health Sciences Centre,1,17,,55,,False,False,False,,,17
3,"Malcomson, Paul",7/21/2014 9:43:19 AM,73380,"Smith, Drew",Medical Imaging,1999,2013/06/30,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,7,,,,False,False,False,,,10.5
3,"Malcomson, Paul",10/22/2014 12:09:09 PM,65093,"Smith, Drew",Medical Imaging,2015/01/01,2015/03/06,Postgraduate Medical,Instructor - Academic Half Day Seminars,This is the course / activity narrative that can be entered,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,2,,15,,False,False,False,,,2
3,"Malcomson, Paul",6/2/2015 10:25:34 AM,70937,"Smith, Drew",,2010/07/31,2000/05,Undergraduate Medical Education,Instructor - Clinical Methods - Year 1 Primary Physical Skills Part 2,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
3,"Malcomson, Paul",3/23/2015 1:48:53 PM,78526,"Smith, Drew",Medical Imaging,2010/05,1999,Continuing Medical Education,Instructor - Faculty development course/workshop,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Allergy,,1,1,,,,True,False,False,,,1
3,"Malcomson, Paul",3/23/2015 1:51:12 PM,78527,"Smith, Drew",Medical Imaging,2014,2015/01/01,Continuing Medical Education,Presenter - Grand Rounds,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Clinical Neurological Sciences,Neurology,,0,1,,,,False,False,False,,,1
3,"Malcomson, Paul",3/23/2015 1:50:22 PM,78528,"Smith, Drew",Medical Imaging,2015/03/06,2010/07/31,Continuing Medical Education,Invited Lecturer,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Forensic Psychiatry Division,,1,1,,,,False,False,False,,,1
3,"Malcomson, Paul",6/2/2015 10:25:22 AM,78524,"Smith, Drew",Medical Imaging,2000/05,2010/05,Continuing Medical Education,Lecturer - Public Education,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Geriatric Psychiatry Division,,3,1,,,,True,False,False,,,3
3,"Malcomson, Paul",11/17/2014 11:16:43 AM,68190,"Smith, Drew",Medical Imaging,1999,2014/01/10,Postgraduate Medical Education,Interviewer - CaRMS,changing the title,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,,LHSC,1,,,4,,False,False,False,,,8
3,"Malcomson, Paul",3/23/2015 1:44:26 PM,80397,,Medical Imaging,2015/01/01,2014/05/01,Undergraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,Local,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,14,1,,,,True,False,False,,,14
3,"Malcomson, Paul",3/23/2015 1:46:04 PM,80966,"Smith, Drew",Medical Imaging,2010/07,2014/05/01,Undergraduate Medical Education,Continuing Medical Education,topic one. topic two. topic three,Local,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,777,1,,,,True,False,False,,,77
3,"Malcomson, Paul",7/21/2014 9:44:31 AM,73381,"Smith, Drew",Medical Imaging,2010/05,2015/03/06,Postgraduate Medical Education,Undergraduate Medical Education,CSTAR Intro to Suturing point number two,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,10,,,,False,False,False,,,15
3,"Commisso, Stephanie",6/5/2015 12:04:45 PM,83740,"Smith, Drew",Medical Imaging,,2000/05,Undergraduate Medical Education,Examiner - Marking Exams,2 OSCE Exams,,UWO,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,2,,,,False,False,False,,,2
3,"Malcomson, Paul",6/9/2015 9:41:03 AM,83742,"Smith, Drew",Medical Imaging,2014/11,1999,Undergraduate Medical Education,Examiner - OSCE Exams,4 Exams,,uwo,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,4,,,,False,False,False,,bloop and blorp,4
3,"Malcomson, Paul",11/14/2014 1:46:53 PM,76616,"Smith, Drew",Medical Imaging,2014/12/10,2015/01/01,Postgraduate Medical Education,Interviewer - CaRMS,,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,1,1,,,,False,False,False,,,1
3,"Malcomson, Paul",6/26/2015 10:08:55 AM,84380,"Smith, Drew",Medical Imaging,2015/01/01,2010/07/31,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,2,1,,,,False,False,False,,,2
3,"Malcomson, Paul",3/23/2015 1:47:24 PM,80968,"Smith, Drew",Medical Imaging,2015/07,2010/05,Undergraduate Medical Education,Instructor - Clinical Methods,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,-7,17,,44,,False,False,False,,,17
4,"Malcomson, Paul",2/6/2015 1:04:41 PM,76614,"Strangelove, Dr.",Medical Imaging,,,Postgraduate Medical Education,Undergraduate Medical Education,the teaching activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3,1,,0,,False,False,False,,,3
4,"Malcomson, Paul",2/6/2015 1:04:13 PM,76615,"Strangelove, Dr.",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the next activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3.5,1,,0,,False,False,False,,,3.5
4,"Malcomson, Paul",11/17/2014 9:27:51 AM,70936,"Strangelove, Dr.",Medical Imaging,2015/03/06,2013/06/30,Continuing Medical Education,Presenter - Department Rounds,change this,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,4,,7,,False,False,False,,,4
4,"Malcomson, Paul",3/23/2015 1:51:35 PM,68206,"Strangelove, Dr.",Medical Imaging,2000/05,2013/06/30,Postgraduate Medical Education,Interviewer - CaRMS,Weekly resident lecture to PGY3 and PGY4 residents,Local,Western University,Schulich School of Medicine & Dentistry,UWO Paediatrics,Paediatric Genetics,London Health Sciences Centre,1,17,,55,,False,False,False,,,17
4,"Malcomson, Paul",7/21/2014 9:43:19 AM,73380,"Strangelove, Dr.",Medical Imaging,1999,,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,7,,,,False,False,False,,,10.5
4,"Malcomson, Paul",10/22/2014 12:09:09 PM,65093,"Strangelove, Dr.",Medical Imaging,2015-01-01,2015/03/06,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,This is the course / activity narrative that can be entered,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,2,,15,,False,False,False,,,2
4,"Malcomson, Paul",6/2/2015 10:25:34 AM,70937,"Strangelove, Dr.",Medical Imaging,,,Undergraduate Medical Education,Instructor - Clinical Methods - Year 1 Primary Physical Skills Part 2,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
4,"Malcomson, Paul",3/23/2015 1:48:53 PM,78526,"Strangelove, Dr.",Medical Imaging,2010/05,1999,Continuing Medical Education,Instructor - Faculty development course/workshop,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Allergy,,1,1,,,,True,False,False,,,1
4,"Malcomson, Paul",3/23/2015 1:51:12 PM,78527,"Strangelove, Dr.",Medical Imaging,2014,2015/01/01,Continuing Medical Education,Presenter - Grand Rounds,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Clinical Neurological Sciences,Neurology,,1,-5,,,,False,False,False,,,1
4,"Malcomson, Paul",3/23/2015 1:50:22 PM,78528,,Medical Imaging,2015/03/06,2010/07/31,Continuing Medical Education,Invited Lecturer,Introduction to Medicine,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Forensic Psychiatry Division,,-3,1,,,,False,False,False,,,1
4,"Malcomson, Paul",6/2/2015 10:25:22 AM,78524,"Strangelove, Dr.",Medical Imaging,2000/05,2010/05,Continuing Medical Education,Lecturer - Public Education,Introduction to ECGs,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,Geriatric Psychiatry Division,,3,1,,,,True,False,False,,,-7
4,"Malcomson, Paul",11/17/2014 11:16:43 AM,68190,"Strangelove, Dr.",Medical Imaging,1999,2014/01/10,Postgraduate Medical Education,Interviewer - CaRMS,changing the title,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,,LHSC,1,8,,4,,False,False,False,,,8
4,"Malcomson, Paul",3/23/2015 1:44:26 PM,80397,"Strangelove, Dr.",Medical Imaging,2015/01/01,2014/05/01,Undergraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,14,1,,,,True,False,False,,,14
4,"Malcomson, Paul",3/23/2015 1:46:04 PM,80966,"Strangelove, Dr.",Medical Imaging,2010/07,2014/05/01,Undergraduate Medical Education,Examiner - Setting Exams,topic one. topic two. topic three,,Western University,Schulich School of Medicine & Dentistry,UWO Psychiatry,General Adult Psychiatry Division,,77,1,,,,True,False,False,,,77
4,"Malcomson, Paul",7/21/2014 9:44:31 AM,73381,"Strangelove, Dr.",Medical Imaging,2010/05,2015/03/06,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing point number two,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,10,,,,False,False,False,,,15
4,"Commisso, Stephanie",6/5/2015 12:04:45 PM,83740,"Strangelove, Dr.",Medical Imaging,2014/11,2000/05,Undergraduate Medical Education,Examiner - Marking Exams,2 OSCE Exams,,UWO,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,2,,,,False,False,False,,,2
4,"Malcomson, Paul",6/9/2015 9:41:03 AM,83742,"Strangelove, Dr.",,2014/94,1999,Undergraduate Medical Education,Examiner - OSCE Exams,4 Exams,,uwo,Schulich School of Medicine & Dentistry,UWO Psychiatry,,,1,4,,,,False,False,False,,bloop and blorp,4
4,"Malcomson, Paul",11/14/2014 1:46:53 PM,76616,"Strangelove, Dr.",Medical Imaging,2014/12/10,2015/01/01,Postgraduate Medical Education,,,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,1,1,,,,False,False,False,,,1
4,"Malcomson, Paul",6/26/2015 10:08:55 AM,84380,"Strangelove, Dr.",Medical Imaging,2015/01/01,2010/07/31,Postgraduate Medical Education,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,2,1,,,,False,False,False,,,2
4,"Malcomson, Paul",3/23/2015 1:47:24 PM,80968,"Strangelove, Dr.",Medical Imaging,2015/07,2010/05,Undergraduate Medical Education,Instructor - Clinical Methods,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
5,"Malcomson, Paul",2/6/2015 1:04:41 PM,76614,"Snuffleupagus, Mr",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the teaching activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3,1,,0,,False,False,False,,,3
5,"Malcomson, Paul",2/6/2015 1:04:13 PM,76615,"Snuffleupagus, Mr",Medical Imaging,,,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,the next activity,,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Rheumatology,,3.5,0,,0,,False,False,False,,,3.5
5,"Malcomson, Paul",11/17/2014 9:27:51 AM,70936,"Snuffleupagus, Mr",Medical Imaging,2015/03/06,2013/06/30,Continuing Medical Education,Presenter - Department Rounds,change this,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,4,,7,,False,False,False,,,4
5,"Malcomson, Paul",3/23/2015 1:51:35 PM,68206,"Snuffleupagus, Mr",Medical Imaging,2000/05,2013/06/30,Postgraduate Medical Education,Interviewer - CaRMS,Weekly resident lecture to PGY3 and PGY4 residents,Local,Western University,Schulich School of Medicine & Dentistry,UWO Paediatrics,Paediatric Genetics,London Health Sciences Centre,,17,,55,,False,False,False,,,17
5,"Malcomson, Paul",7/21/2014 9:43:19 AM,73380,"Snuffleupagus, Mr",Medical Imaging,1999,2013/06/30,,Instructor - PGY1 Introductory Surgery Course,CSTAR Intro to Suturing,,Western University,Schulich School of Medicine & Dentistry,UWO Surgery,Division of General Surgery,,1.5,7,,,,False,False,False,,,10.5
5,"Malcomson, Paul",10/22/2014 12:09:09 PM,65093,"Snuffleupagus, Mr",Medical Imaging,2015/01/01,2015/03/06,Postgraduate Medical Education,Instructor - Academic Half Day Seminars,This is the course / activity narrative that can be entered,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,2,,15,,False,False,False,,,2
5,"Malcomson, Paul",6/2/2015 10:25:34 AM,70937,"Snuffleupagus, Mr",Medical Imaging,2010/07/31,2000/05,Undergraduate Medical Education,Instructor - Clinical Methods - Year 1 Primary Physical Skills Part 2,UME course / activity narrative,Local,Western University,Schulich School of Medicine & Dentistry,UWO Medicine,UWO Endocrinology,,1,17,,44,,False,False,False,,,17
