Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Short Title,Title,Application Summary,Grant Purpose,Area,Principal Investigator,Co-Investigators,Grant and/or Account #,Prorated Amount,Administered By,Funding Source,Project,Currency,Received Amount,Total Amount,Member Share,Monetary,Rpt,Hours Per Week,Personnel Paid,Rnw,Education Grant,Duplicate Reported,Other Details (doesn't print),Year
6,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Dragon, Smaug",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,False,Principal Investigator,,The title - not funded status,,,,"Dragon, Smaug","Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"38620.5517
38620.5517
16091.8966",,,,,"

",,,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
6,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Dragon, Smaug",Psychiatry,2012/01,2025/01,Grants,Funded,True,False,Princxipal Applicant,,At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis,,,,Dr. Strange,"Smith D, Strangelove Dr, Malcomson P.",,"8535.0191
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
9957.5223",,,,,"












","$223,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
7,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Parker, Peter",Psychiatry,2014/07,2015/06,Grants,Applied,False,False,Collaborator,,the title,,,,"Parker, Peter","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",126.556,$0.00,,,,,,"$2,354,778.00",,,0,,,0,False,False,,Academic 2014-15
7,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Parker, Peter",Psychiatry,2013/07,2014/01,Grants,Funded,False,True,Principal Applicant,,The Applied title,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,,,$-36.00,,,0,,,0,False,False,,Academic 2013-14
7,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,"Parker, Peter",Psychiatry,,present,Grants,Applied,,False,Principal Applicant,,The Applied title,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"$223,333.00",,,,,,"$65,666,655.00",,,0,,,0,True,False,,Academic 2014-15
7,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Parker, Peter",Psychiatry,2014/01,2016/01,Grants,Declined,True,False,Principal Investigator,,enter in a silly title - declined grant,,,,Harry Turtledove,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"5880.0000
11760.0000
6860.0000",,,,,"

","$45,768.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
7,"Malcomson, Paul",4/1/2015 10:15:12 AM,14444,"Parker, Peter",Psychiatry,2011/01,25/01,Grants,Applied,True,False,Principal Investigator,,missing title - entered here,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"159.7633
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
186.3905",,,,,"













",$33.00,,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
7,"Malcomson, Paul",4/1/2015 10:14:33 AM,15067,"Parker, Peter",Psychiatry,2006/07,2006/07,Grants,Rejected,True,False,Principal Investigator,,The title - rejected status,,,,"Parker, Peter","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"$4,444.00",,,,,,"$34,563,456.00@",,,0,,,0,True,False,,Academic 2006-07
7,"Malcomson, Paul",4/1/2015 10:14:06 AM,16367,"Parker, Peter",Psychiatry,2015-09-03,2010/06,Clinical Trials,Applied,False,True,Co-Applicant,,,,,,Bilbo B.,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,$0.00,,,,,,$666.00,,,0,,,0,True,False,,Academic 2009-10
7,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Parker, Peter",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,False,Principal Investigator,,The title - not funded status,,,,"Parker, Peter","Smith D, Strangelove Dr, Malcomson P.",,"38620.5517
38620.5517
16091.8966",,,,,"

",$6.00,,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
7,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Parker, Peter",Psychiatry,2012/01,2025/01,Grants,Funded,True,False,Principal Applicant,,The title,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"8535.0191
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
9957.5223",,,,,"












","$223,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
8,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Schwarzenegger, Arnold",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,the title,,,,"Schwarzenegger, Arnold","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",126.556,$0.00,,,,,,"$34,538,990.00",,,0,,,0,False,False,,Academic 2014-15
8,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Schwarzenegger, Arnold",Psychiatry,2013/07,2014/01,Grants,Funded,False,True,Principal Applicant,,The Applied title,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,,,"$123,123.00",,,0,,,0,False,False,,Academic 2013-14
8,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,,Psychiatry,2015/04,present,Grants,Applied,True,False,Principal Applicant,,The Applied title,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,,,"$1,256,615.00",,,0,,,0,True,False,,Academic 2014-15
8,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Schwarzenegger, Arnold",Psychiatry,2014/01,2016/01,Grants,Declined,True,False,Principal Investigator,,enter in a silly title - declined grant,,,,Harry Turtledove,"Schwarzenegger  A, Harper S, Larson G.",,"5880.0000
11760.0000
6860.0000",,,,,"

","$24,500.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
8,"Malcomson, Paul",4/1/2015 10:15:12 AM,14444,"Schwarzenegger, Arnold",Psychiatry,2011/01,2025/02/02/02,Grants,Applied,True,False,Principal Investigator,,missing title - entered here,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"159.7633
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
186.3905",,,,,"













","$994,673.00",,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
8,"Malcomson, Paul",4/1/2015 10:14:33 AM,15067,"Schwarzenegger, Arnold",,2006/07,2006/07,Grants,Rejected,True,False,Principal Investigator,,The title - rejected status,,,,"Schwarzenegger, Arnold","Schwarzenegger  A, Harper S, Larson G.",,"$4,444.00",,,,,,"$9,504,322.00",,,0,,,0,True,False,,Academic 2006-07
8,"Malcomson, Paul",4/1/2015 10:14:06 AM,16367,"Schwarzenegger, Arnold",Psychiatry,2009/07,2010/06,Clinical Trials,Applied,False,True,Co-Applcant,,,,,,Bilbo B.,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,$0.00,,,,,,"$225,462.00",,,0,,,0,True,False,,Academic 2009-10
8,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Schwarzenegger, Arnold",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,False,Principal Investigator,,The title - not funded status,,,,"Schwarzenegger, Arnold","Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"38620.5517
38620.5517
16091.8966",,,,,"

","$93,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
8,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Schwarzenegger, Arnold",Psychiatry,2012/01,2025/01,Grants,Funded,True,False,Principal Applicant,,The title,,,,Dr. Strange,"Smith D, Strangelove Dr, Malcomson P.",,"8535.0191
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
9957.5223",,,,,"












",223333,,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
9,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Harper, Stephen",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,sdsd mes,,,,"Harper, Stephen","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",126.556,$0.00,,,,,,"$2,456.00",,,0,,,0,False,False,,Academic 2014-15
9,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Harper, Ste",Psychiatry,2013/07,qp,Grants,Funded,False,True,Principal Applicant,,The Applied title,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,,,"$223,333.00",,,0,,,0,False,False,,Academic 2013-14
9,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,"Harper, Stephen",Psychiatry,201/04,present,Grants,Applied,True,False,Principal Applicant,,The Applied title,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"$223,333.00",,,,,,"$2,562,354,623.00",,,0,,,0,True,False,,Academic 2014-15
9,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Harper, Stephen",Psychiatry,2014/01,2016/01,Grants,,True,True,Principal Investigator,,enter in a silly title - declined grant,,,,Harry Turtledove,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"$3,457.00",,,,,"

","$77,773.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
9,"Malcomson, Paul",4/1/2015 10:15:12 AM,14444,"Harpwer, Stephen",Psychiatry,2011/01,2025/01,Grants,Applied,True,False,Principal Investigator,,missing title - entered here,,,,Dr. Strange,"Smith D, Strangelove Dr, Malcomson P.",,$345.00,,,,,"













","$4,500.00",,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
9,"Malcomson, Paul",4/1/2015 10:14:33 AM,15067,"Parker, Peter",Psychiatry,2006/07,2006/07,Grants,Rejected,True,False,Principal Investigator,,The title - rejected status,,,,"Harper, Stephen","Smith D, Strangelove Dr, Malcomson P.",,"$4,444.00",,,,,,"$777,355.00",,,0,,,0,True,False,,Academic 2006-07
9,"Malcomson, Paul",4/1/2015 10:14:06 AM,16367,"Harper, Stephen",Psychiatry,2009/07,2010/06,Clinical Trials,Applied,sd,True,Co-Applicant,,,,,,Bilbo B.,"Smith D, Strangelove Dr, Malcomson P.",,$0.00,,,,,,"$53,457,345.00",,,0,,,0,True,False,,Academic 2009-10
9,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Harper, Stephen",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,False,Principal Investigator,,The title - not funded status,,,,"Harper, Stephen","Smith D, Strangelove Dr, Malcomson P.",,$56.00,,,,,"

","$93,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
9,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Harper, Stephen",Psychiatry,2012/01,present,Grants,Funded,True,False,Principal Applicant,,The title,,,,Dr. Strange,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,$345.00,,,,,"












","$223,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
10,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Larson, Gary",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,the title,,,,"Larson, Gary","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",126.556,$0.00,,,,,,"$37,833,737.00",,,0,,,0,False,False,,Academic 2014-15
10,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Lrson, Gary",Psychiatry,2013/07,2014/01,Grants,Funded,False,True,Principal Applicant,,The Applied title,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,,,"$6,665.00",,,0,,,0,False,False,,Academic 2013-14
10,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,"Larson, Gary",Psychiatry,2010/04,present,Grnts,Applied,False,False,Principal Applicant,,At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"$223,333.00",,,,,,"$44,677,747.00",,,0,,,0,True,False,,Academic 2014-15
10,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,,Psychiatry,2014/01,2016/01,Grants,Declined,True,False,Principal Investigator,,enter in a silly title - declined grant,,,,Harry Turtledove,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"5880.0000
11760.0000
6860.0000",,,,,"

","$-64,774.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
10,"Malcomson, Paul",4/1/2015 10:15:12 AM,14444,"Larson, Gary",Psychiatry,2011/01,2025/01,Grants,Applied,True,False,Principal Investigator,,missing title - entered here,,,,Dr. Strange,"Smith D, Strangelove Dr, Malcomson P.",,"159.7633
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
186.3905",,,,,"













","$647,447.00",,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
10,"Malcomson, Paul",4/1/2015 10:14:33 AM,15067,"Larson, Gary",Psychiatry,2006/07,2006/07,Grants,Rejected,True,False,Principal Investigator,,The title - rejected status,,,,"Larson, Gary","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"$4,444.00",,,,,,"$8,444.00",,,0,,,0,True,False,,Academic 2006-07
10,"Malcomson, Paul",4/1/2015 10:14:06 AM,16367,"Lawrson, Gary",Psychiatry,2000/01,2010/06,Clinical Trials,Applied,False,True,Co-Applicant,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""",,,,Bilbo B.,"Schwarzenegger  A, Harper S, Larson G.",,$0.00,,,,,,"$89,445.00",,,0,,,0,True,False,,Academic 2009-10
10,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Larson, Gary",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,True,Prial Investigator,,The title - not funded status,,,,"Larson, Gary","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,,,,,,"

","$35,436.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
10,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Larson, Gary",Psychiatry,1999/01,2025/01,Grants,Funded,True,False,Principal Applicant,,The title,,,,Dr. Strange,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,,,,,,"












","$88,365.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
1,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Malcomson, Paul",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,the title,,,,"Malcomson, Paul","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",32456,$0.00,,,,CAD,,"$668,899.00",,,0,,,0,False,False,,Academic 2014-15
1,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Malcomson, Paul",Psychiatry,2013/07,2014/01,Grants,Funded,False,True,Principal Applicant,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""",,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",g:106,"$223,333.00",,,,,,"$12,345.00",,,0,,,0,False,False,,Academic 2013-14
1,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,"Malcomson, Paul",Psychiatry,2015/04,present,Grants,,True,False,Principal Applicant,,The Applied title,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",339,"$223,333.00",,,,USD,,"$223,333.00",,,0,,,0,True,False,,Academic 2014-15
1,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Malcomson, Paul",Psychiatry,2014/01,2016/01,Grants,Declined,True,False,Principal Investigator,,enter in a silly title - declined grant,,,,Harry Turtledove,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"5880.0000
11760.0000
6860.0000",,,,,"

","$24,500.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
1,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Malcomson, Paul",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,the title,,,,Dr. Strange,"Smith D, Strangelove Dr, Malcomson P.",,"159.7633
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
186.3905",,,,,"













","$66,889.00",,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
1,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Malcomson, Paul",Psychiatry,2013/07,2014/01,Grants,Funded,False,True,Principal Applicant,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""",,,,"Malcomson, Paul","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"$4,444.00",,,,,,"$4,444.00",,,0,,,0,True,False,,Academic 2006-07
1,"Malcomson, Paul",4/22/2015 1:34:28 PM,16735,"Malcomson, Paul",Psychiatry,2015/04,present,Grants,,True,False,Principal Applicant,,The Applied title,,,,Bilbo B.,"Schwarzenegger  A, Harper S, Larson G.",,$0.00,,,,,,"$-2,300,000.00",,,0,,,0,True,False,,Academic 2009-10
1,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Malcomson, Paul",Psychiatry,2014/01,2016/01,Grants,Declined,True,False,Principal Investigator,,enter in a silly title - declined grant,,,,"Malcomson, Paul","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"38620.5517
38620.5517
16091.8966",,,,,"

","$93,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
1,"Malcomson, Paul",4/1/2015 10:15:12 AM,14444,"Malcomson, Paul",Psychiatry,2011/01,2025/01,Grants,Applied,True,False,Principal Investigator,,missing title - entered here,,,,Dr. Strange,"Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"8535.0191
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
17070.0382
9957.5223",,,,,"












","$223,333.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
1,"Malcomson, Paul",4/1/2015 10:14:33 AM,15067,"Smith, Drew",Psychiatry,2006/07,2012/07,Grants,Rejected,True,False,Principal Investigator,,The title - rejected statu,,,,"Smith, Drew","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",32456,$0.00,,,,,,,,,0,,,0,False,False,,Academic 2014-15
1,"Malcomson, Paul",4/1/2015 10:14:06 AM,16367,"Malcomson, Paul",Psychiatry,2009/07,2010/06,Clinical Trials,Applied,False,True,Co-Applicant,,At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"$223,333.00",,,,CAD,,"$99,000.00",,,0,,,0,False,False,,Academic 2013-14
1,"Malcomson, Paul",4/1/2015 10:13:36 AM,15066,"Malcomson, Paul",Psychiatry,2011/07,2013/11,Grants,Not Funded,True,False,Principal Investigator,,The title - not funded status,,,,Dr. Strange,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",339,"$223,333.00",,,,,,"$16,489.00",,,0,,,0,True,False,,Academic 2014-15
1,"Malcomson, Paul",4/1/2015 10:13:15 AM,15065,"Malcomson, Paul",Psychiatry,2012,2025/01,Grants,Funded,True,False,Principal Applicant,,The title,,,,Harry Turtledove,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,"5880.0000
11760.0000
6860.0000",,,,,"

","$564,563.00",,,0,,,0,True,False,,"Academic 2013-14
Academic 2014-15
Academic 2015-16"
2,"Malcomson, Paul",6/16/2015 11:59:01 AM,16742,"Smith, Drew",Psychiatry,2014/07,2015/06,Grants,Applied,True,False,Collaborator,,the title,,,,Dr. Strange,"Schwarzenegger  A, Harper S, Larson G.",,"159.7633
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
319.5266
186.3905",,,,,"













","$22,145.00",,,0,,,0,True,False,,"Academic 2010-11
Academic 2011-12
Academic 2012-13
Academic 2013-14
Academic 2014-15
Academic 2015-16
Academic 2016-17
Academic 2017-18
Academic 2018-19
Academic 2019-20
Academic 2020-21
Academic 2021-22
Academic 2022-23
Academic 2023-24
Academic 2024-25"
2,"Malcomson, Paul",4/22/2015 1:35:02 PM,16737,"Smith, Drew",Psychiatry,2013/07,2014/01,Grants,,False,True,Principal Applicant,,The Applied title,,,,"Smith, Drew","Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Harper S, Larson G.",,"$4,444.00",,,,,,"$876,654.00",,,0,,,0,True,False,,Academic 2006-07
2,Malcomson. Paul,4/22/2015 1:34:28 PM,16735,"Smith, Drew",,2015/04,present,Clinical Trials,Applied,?,False,Principal Applicant,,The Applied title,,,,Bilbo B.,"Malcomson P, Smith D, Strangelove Dr, Snuffleupagus Mr, Baggins B, Dragon S, Parker P, Schwarzenegger  A, Harper S, Larson G.",,$0.00,,,,,,"$6,578,984.00",,,0,,,0,True,False,,Academic 2009-10
2,"Malcomson, Paul",4/1/2015 10:15:50 AM,15064,"Smith, Drew",Psychiatry,2014/01/03,2016/01,Clinical Trials,Declined,True,False,Principal Investigator,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""",,,,"Smith, Drew","Schwarzenegger  A, Harper S, Larson G.",,"38620.5517
38620.5517
16091.8966",,,,,"

","$22,155.00",,,0,,,0,True,False,,"Academic 2011-12
Academic 2012-13
Academic 2013-14"
